Title,Runtime,MPAA Rating,IMDb Score,Release Year
Land,89 min,PG-13,6.6,(I) (2021)
Together Together,90 min,R,6.4,(2021)
Pleasure,109 min,R,6.4,(2021)
The Cursed,111 min,R,6.3,(2021)
Passing,98 min,PG-13,6.7,(I) (2021)
Mass,111 min,PG-13,7.6,(2021)
Coming Home in the Dark,93 min,TV-MA,5.7,(2021)
CODA,111 min,PG-13,8.0,(2021)
Palmer,110 min,R,7.2,(2021)
Finding 'Ohana,123 min,PG,6.1,(2021)
Malcolm & Marie,106 min,R,6.6,(2021)
In the Earth,107 min,R,5.2,(2021)
On the Count of Three,86 min,R,7.0,(2021)
The Little Things,128 min,R,6.3,(2021)
Censor,84 min,13+,6.0,(2021)
Breaking News in Yuba County,96 min,R,5.8,(2021)
Wrong Turn,109 min,R,5.5,(2021)
The White Tiger,125 min,R,7.1,(2021)
The Vault,118 min,R,6.4,(2021)
The Marksman,108 min,PG-13,5.6,(2021)
Outside the Wire,114 min,R,5.4,(2021)
The Dig,112 min,PG-13,7.1,(2021)
Music,107 min,PG-13,3.2,(I) (2021)
Locked Down,118 min,R,5.2,(I) (2021)
Batman: Soul of the Dragon,83 min,R,6.1,(2021)
Redemption Day,99 min,R,4.5,(2021)
The Colony,104 min,R,5.4,(2021)
Wish Dragon,98 min,PG,7.2,(2021)
News of the World,118 min,PG-13,6.8,(2020)
We Can Be Heroes,100 min,PG,4.7,(II) (2020)
Fatale,102 min,R,5.4,(II) (2020)
Hunter Hunter,93 min,Unrated,6.4,(2020)
Breach,92 min,R,2.9,(IV) (2020)
Wonder Woman 1984,151 min,PG-13,5.4,(2020)
The Forgotten Battle,124 min,TV-MA,7.1,(2020)
A California Christmas,106 min,PG-13,5.8,(2020)
The Dry,117 min,R,6.8,(2020)
Wild Mountain Thyme,102 min,PG-13,5.7,(2020)
Songbird,84 min,PG-13,4.8,(II) (2020)
Let Them All Talk,113 min,R,6.1,(2020)
The Midnight Sky,118 min,PG-13,5.6,(2020)
What Lies Below,87 min,TV-MA,4.4,(2020)
Godmothered,110 min,PG,6.1,(2020)
The Prom,130 min,PG-13,5.9,(2020)
Girl Lost: A Hollywood Story,90 min,Not Rated,5.4,(2020)
Original Gangster,110 min,TV-MA,5.3,(2020)
Life in a Year,107 min,PG-13,6.1,(2020)
Superintelligence,106 min,PG,5.4,(2020)
The Croods: A New Age,95 min,PG,6.9,(2020)
Happiest Season,102 min,PG-13,6.6,(2020)
Ma Rainey's Black Bottom,94 min,R,6.9,(2020)
The Christmas Chronicles: Part Two,112 min,PG,6.0,(2020)
Jiu Jitsu,102 min,R,2.9,(2020)
Monsters of Man,131 min,Not Rated,5.4,(2020)
The Princess Switch: Switched Again,96 min,TV-G,5.4,(2020)
Mank,131 min,R,6.8,(2020)
Jingle Jangle: A Christmas Journey,122 min,PG,6.4,(2020)
Echo Boomers,94 min,R,5.3,(2020)
Hillbilly Elegy,116 min,R,6.7,(2020)
Laxmii,141 min,TV-MA,2.5,(2020)
Operation Christmas Drop,95 min,TV-G,5.8,(2020)
Midnight at the Magnolia,87 min,TV-G,5.8,(2020)
Spell,91 min,R,5.5,(2020)
Occupation: Rainfall,128 min,R,4.7,(2020)
Horizon Line,92 min,PG-13,4.8,(2020)
Come Play,96 min,PG-13,5.7,(2020)
Holidate,104 min,TV-MA,6.1,(2020)
The Craft: Legacy,97 min,PG-13,4.5,(2020)
Skylines,113 min,R,4.7,(2020)
Borat Subsequent Moviefilm,95 min,R,6.6,(2020)
All My Life,91 min,PG-13,6.3,(2020)
The Witches,106 min,PG,5.3,(2020)
The Empty Man,137 min,R,6.2,(2020)
Rebecca,123 min,PG-13,6.0,(I) (2020)
2 Hearts,101 min,PG-13,6.3,(2020)
Over the Moon,95 min,PG,6.3,(2020)
I'm Your Woman,120 min,R,6.2,(2020)
Finding You,119 min,PG,6.4,(2020)
Nocturne,90 min,Not Rated,5.7,(II) (2020)
Soul,100 min,PG,8.0,(2020)
French Exit,113 min,R,5.9,(2020)
The Wolf of Snow Hollow,85 min,R,6.2,(2020)
Clouds,121 min,PG-13,7.5,(I) (2020)
The Doorman,97 min,R,4.6,(2020)
Freaky,102 min,R,6.3,(2020)
Blithe Spirit,99 min,PG-13,5.4,(2020)
Fatman,100 min,R,5.9,(2020)
The Old Ways,90 min,R,5.4,(II) (2020)
Flashback,97 min,R,5.3,(2020)
Vicious Fun,101 min,Not Rated,6.5,(2020)
Hubie Halloween,103 min,PG-13,5.2,(2020)
Books of Blood,107 min,TV-MA,5.6,(2020)
Black Box,100 min,Not Rated,6.2,(II) (2020)
The Comeback Trail,104 min,R,5.7,(2020)
Caveat,88 min,Not Rated,5.9,(2020)
2067,114 min,Not Rated,4.9,(2020)
Spontaneous,101 min,R,6.5,(II) (2020)
Death of Me,94 min,R,4.4,(2020)
Vampires vs. the Bronx,85 min,PG-13,5.7,(2020)
Nishabdham,120 min,TV-MA,4.6,(2020)
Little Fish,101 min,Unrated,6.9,(2020)
Silver Skates,130 min,TV-MA,7.1,(2020)
Luz,118 min,Unrated,6.6,(2020)
The Boys in the Band,121 min,R,6.8,(2020)
The Trial of the Chicago 7,129 min,R,7.7,(2020)
Six Minutes to Midnight,99 min,PG-13,5.9,(2020)
Secret Society of Second Born Royals,99 min,TV-PG,4.9,(2020)
The East,137 min,TV-MA,6.9,(2020)
Enola Holmes,123 min,PG-13,6.6,(2020)
Supernova,95 min,R,6.9,(II) (2020)
On the Rocks,96 min,R,6.4,(2020)
Rifkin's Festival,88 min,PG-13,6.1,(2020)
The Secrets We Keep,97 min,R,5.8,(I) (2020)
Joe Bell,94 min,R,6.2,(2020)
The Kid Detective,100 min,R,7.0,(2020)
Concrete Cowboy,111 min,R,6.3,(2020)
I Care a Lot,118 min,R,6.3,(2020)
Wolfwalkers,103 min,PG,8.0,(2020)
Shadow in the Cloud,83 min,R,5.0,(2020)
Bruised,129 min,R,6.2,(2020)
Penguin Bloom,95 min,TV-14,6.8,(2020)
Nomadland,107 min,R,7.3,(2020)
Ammonite,117 min,R,6.5,(2020)
The Broken Hearts Gallery,109 min,PG-13,6.3,(2020)
Wander,94 min,R,4.9,(I) (2020)
Rent-A-Pal,108 min,Unrated,6.3,(2020)
The Devil All the Time,138 min,R,7.1,(2020)
The Babysitter: Killer Queen,101 min,TV-MA,5.8,(2020)
Run Hide Fight,109 min,TV-MA,6.3,(2020)
Unpregnant,103 min,PG-13,6.5,(2020)
Psycho Goreman,95 min,Not Rated,6.2,(2020)
New Order,86 min,R,6.5,(2020)
Bloody Hell,93 min,R,6.6,(2020)
One Night in Miami...,114 min,R,7.1,(2020)
The World to Come,105 min,R,6.3,(2020)
Pieces of a Woman,126 min,R,7.0,(2020)
The Duke,95 min,R,6.9,(2020)
Honest Thief,99 min,PG-13,6.0,(2020)
Monster Hunter,103 min,PG-13,5.2,(I) (2020)
"Love, Guaranteed",90 min,TV-PG,5.6,(2020)
After We Collided,105 min,R,5.0,(2020)
The Owners,92 min,Not Rated,4.9,(2020)
Sightless,89 min,Unrated,5.5,(2020)
The 2nd,93 min,Not Rated,3.8,(2020)
Come True,105 min,Unrated,6.0,(2020)
I'm Thinking of Ending Things,134 min,R,6.6,(2020)
Rogue,105 min,R,4.1,(I) (2020)
The Block Island Sound,99 min,TV-MA,5.4,(2020)
Triggered,94 min,R,4.8,(I) (2020)
Bill & Ted Face the Music,91 min,PG-13,5.9,(2020)
The War with Grandpa,94 min,PG,5.6,(2020)
The New Mutants,94 min,PG-13,5.3,(2020)
Tenet,150 min,PG-13,7.3,(2020)
Let Him Go,113 min,R,6.7,(2020)
The Sleepover,100 min,TV-PG,5.7,(2020)
Chemical Hearts,93 min,R,6.3,(2020)
Antebellum,105 min,R,5.8,(2020)
Project Power,113 min,R,6.0,(2020)
The Eight Hundred,149 min,Not Rated,6.7,(2020)
Hard Kill,98 min,R,3.0,(2020)
The One and Only Ivan,95 min,PG,6.5,(2020)
Shithouse,100 min,R,6.9,(2020)
Words on Bathroom Walls,110 min,PG-13,7.1,(2020)
Work It,93 min,TV-14,6.1,(2020)
Deliver Us from Evil,108 min,Not Rated,6.8,(2020)
She Dies Tomorrow,86 min,R,5.1,(2020)
Black Is King,85 min,TV-14,5.8,(2020)
The Tax Collector,95 min,Not Rated,4.8,(2020)
Host,57 min,Not Rated,6.5,(II) (2020)
The SpongeBob Movie: Sponge on the Run,91 min,PG,5.9,(2020)
Greenland,119 min,PG-13,6.4,(2020)
An American Pickle,88 min,PG-13,5.7,(2020)
The Kissing Booth 2,134 min,TV-14,5.7,(2020)
The Big Ugly,106 min,R,5.1,(2020)
Offering to the Storm,139 min,TV-MA,6.2,(2020)
The Silencing,93 min,R,6.2,(2020)
Ghosts of War,94 min,R,5.6,(2020)
Unhinged,90 min,R,6.0,(I) (2020)
Fatal Affair,89 min,TV-14,4.6,(2020)
Peninsula,116 min,Not Rated,5.5,(2020)
Summerland,99 min,PG,7.0,(I) (2020)
Follow Me,91 min,R,5.4,(2020)
Greyhound,91 min,PG-13,7.0,(2020)
The Old Guard,125 min,R,6.6,(2020)
Archive,109 min,TV-MA,6.4,(2020)
Most Wanted,125 min,R,6.2,(2020)
Money Plane,82 min,Not Rated,3.2,(2020)
Made in Italy,94 min,R,5.9,(2020)
The Secret Garden,99 min,PG,5.6,(2020)
Black Water: Abyss,98 min,Not Rated,4.6,(2020)
Hamilton,160 min,PG-13,8.4,(2020)
Desperados,105 min,TV-MA,5.2,(2020)
Ava,96 min,R,5.4,(IV) (2020)
Summer of 85,101 min,Not Rated,6.9,(2020)
The F**k-It List,103 min,TV-MA,5.2,(2020)
Eurovision Song Contest: The Story of Fire Saga,123 min,PG-13,6.5,(2020)
Irresistible,101 min,R,6.3,(I) (2020)
Feel the Beat,109 min,TV-G,6.3,(2020)
The Rental,88 min,R,5.7,(2020)
Force of Nature,91 min,R,4.6,(2020)
The King of Staten Island,136 min,R,7.1,(2020)
Da 5 Bloods,154 min,R,6.5,(2020)
Becky,93 min,R,5.9,(II) (2020)
You Should Have Left,93 min,R,5.4,(2020)
The Last Days of American Crime,148 min,TV-MA,3.8,(2020)
Dating Amber,92 min,Not Rated,7.0,(2020)
The High Note,113 min,PG-13,6.4,(2020)
Artemis Fowl,95 min,PG,4.2,(2020)
Inheritance,111 min,TV-MA,5.5,(I) (2020)
The Lovebirds,86 min,R,6.1,(2020)
Survive the Night,90 min,R,4.1,(2020)
The Woman in the Window,100 min,R,5.7,(2020)
Scoob!,93 min,PG,5.6,(2020)
Proximity,119 min,Not Rated,4.8,(II) (2020)
The Wrong Missy,90 min,TV-MA,5.7,(2020)
Capone,103 min,R,4.7,(2020)
Arkansas,117 min,R,6.0,(2020)
The Half of It,104 min,PG-13,6.9,(I) (2020)
Mrs. Serial Killer,106 min,TV-MA,4.1,(2020)
Dangerous Lies,96 min,TV-14,5.3,(2020)
Extraction,116 min,R,6.7,(2020)
The Willoughbys,90 min,PG,6.3,(2020)
Rising High,94 min,TV-MA,6.0,(2020)
The Dark and the Wicked,95 min,Not Rated,6.1,(2020)
Love and Monsters,109 min,PG-13,6.9,(I) (2020)
Run,90 min,PG-13,6.7,(I) (2020)
Mortal Kombat Legends: Scorpion's Revenge,80 min,R,7.4,(2020)
The Secret: Dare to Dream,107 min,PG,6.5,(2020)
Love Wedding Repeat,100 min,TV-MA,5.5,(2020)
The Lost Husband,109 min,PG-13,6.1,(2020)
Anything for Jackson,97 min,Not Rated,6.3,(2020)
Coffee & Kareem,88 min,TV-MA,5.2,(2020)
Shooting Heroin,90 min,R,5.0,(2020)
Uncorked,104 min,TV-MA,6.4,(I) (2020)
Body Cam,96 min,R,5.3,(2020)
A Nice Girl Like You,94 min,R,5.1,(2020)
Shiva Baby,77 min,Not Rated,7.1,(2020)
Your Name Engraved Herein,118 min,Not Rated,7.3,(2020)
The Postcard Killings,104 min,Not Rated,5.7,(2020)
Stargirl,107 min,PG,6.2,(2020)
Trolls 2: World Tour,91 min,PG,6.1,(2020)
The Hunt,90 min,R,6.5,(II) (2020)
I Still Believe,116 min,PG,6.4,(2020)
Mulan,115 min,PG-13,5.7,(2020)
Misbehaviour,106 min,Not Rated,6.3,(2020)
A Quiet Place Part II,97 min,PG-13,7.2,(2020)
Resistance,120 min,R,6.5,(2020)
The Banker,120 min,PG-13,7.3,(2020)
Spenser Confidential,111 min,R,6.2,(2020)
Bloodshot,109 min,PG-13,5.7,(2020)
The Hater,135 min,TV-MA,7.1,(2020)
Alone,98 min,R,6.2,(V) (2020)
The Way Back,108 min,R,6.7,(I) (2020)
Escape from Pretoria,106 min,PG-13,6.8,(2020)
Mortal,104 min,R,5.9,(I) (2020)
The Vanished,115 min,R,5.7,(2020)
Adverse,94 min,R,4.3,(2020)
The Invisible Man,124 min,R,7.1,(I) (2020)
Undine,91 min,Unrated,6.6,(2020)
Onward,102 min,PG,7.4,(I) (2020)
Minamata,115 min,R,7.2,(2020)
Impractical Jokers: The Movie,92 min,PG-13,5.8,(2020)
My Salinger Year,101 min,R,6.5,(2020)
The Night Clerk,90 min,R,5.6,(2020)
Brahms: The Boy II,86 min,PG-13,4.7,(2020)
A Dark Foe,114 min,R,4.2,(2020)
The Photograph,106 min,PG-13,6.1,(I) (2020)
Emma.,124 min,PG,6.7,(2020)
The Call of the Wild,100 min,PG,6.7,(2020)
To All the Boys: P.S. I Still Love You,101 min,TV-14,6.0,(2020)
Isi & Ossi,113 min,TV-MA,6.4,(2020)
Fantasy Island,109 min,PG-13,4.9,(2020)
Boss Level,100 min,TV-MA,6.8,(2020)
All the Bright Places,107 min,TV-MA,6.5,(2020)
365 Days,114 min,TV-MA,3.3,(2020)
Falling,112 min,R,6.5,(I) (2020)
Adu,119 min,TV-MA,6.8,(2020)
Gretel & Hansel,87 min,PG-13,5.5,(2020)
Lost Girls,95 min,R,6.1,(2020)
Sergio,118 min,R,6.2,(2020)
The Father,97 min,PG-13,8.2,(I) (2020)
Run Sweetheart Run,104 min,R,5.4,(2020)
Horse Girl,103 min,R,6.0,(I) (2020)
His House,93 min,TV-14,6.5,(2020)
The Last Thing He Wanted,115 min,R,4.3,(2020)
Nine Days,124 min,R,6.8,(2020)
Tesla,102 min,PG-13,5.1,(I) (2020)
The Rhythm Section,109 min,R,5.4,(2020)
Sylvie's Love,114 min,PG-13,6.8,(2020)
Palm Springs,90 min,R,7.4,(2020)
Minari,115 min,PG-13,7.4,(2020)
Downhill,86 min,R,4.9,(I) (2020)
The Nest,107 min,R,6.3,(I) (2020)
Promising Young Woman,113 min,R,7.5,(2020)
Birds of Prey,109 min,R,6.0,(2020)
Sonic the Hedgehog,99 min,PG,6.5,(2020)
Possessor,103 min,R,6.5,(2020)
Four Good Days,100 min,R,6.5,(2020)
Kajillionaire,104 min,R,6.4,(2020)
Relic,89 min,R,6.0,(2020)
Uncle Frank,95 min,R,7.3,(2020)
Shirley,107 min,R,6.1,(2020)
The Forty-Year-Old Version,123 min,R,7.2,(2020)
Save Yourselves!,93 min,R,5.8,(2020)
The Courier,112 min,PG-13,7.2,(2020)
The Night House,107 min,R,6.5,(2020)
Black Bear,104 min,R,6.5,(I) (2020)
Worth,118 min,PG-13,6.8,(2020)
Zola,86 min,R,6.5,(2020)
Never Rarely Sometimes Always,101 min,PG-13,7.4,(2020)
Spree,93 min,Not Rated,5.9,(2020)
Dream Horse,113 min,PG,6.9,(2020)
Come Away,94 min,PG,5.7,(2020)
Cuties,96 min,TV-MA,3.6,(2020)
The Turning,94 min,PG-13,3.9,(2020)
Vanguard,107 min,PG-13,4.7,(2020)
A Fall from Grace,120 min,TV-MA,5.9,(2020)
My Spy,99 min,PG-13,6.3,(2020)
Underwater,95 min,PG-13,5.8,(2020)
Bad Boys for Life,124 min,R,6.5,(2020)
Like a Boss,83 min,R,4.7,(2020)
Dolittle,101 min,PG,5.6,(2020)
The Grudge,94 min,R,4.4,(I) (2020)
Invasion,134 min,Not Rated,5.6,(2020)
Good Newwz,134 min,Not Rated,6.8,(2019)
Togo,113 min,PG,7.9,(2019)
Awoken,88 min,Not Rated,5.1,(2019)
Ip Man 4: The Finale,107 min,Not Rated,7.0,(2019)
Ashfall,130 min,TV-14,6.2,(2019)
Yummy,88 min,Not Rated,5.9,(2019)
Star Wars: Episode IX - The Rise of Skywalker,141 min,PG-13,6.5,(2019)
Cats,110 min,PG,2.8,(2019)
Bombshell,109 min,R,6.8,(I) (2019)
Black Christmas,92 min,PG-13,3.5,(2019)
6 Underground,128 min,R,6.1,(2019)
Little Women,135 min,PG,7.8,(2019)
Trauma Center,87 min,R,4.0,(2019)
A Christmas Prince: The Royal Baby,84 min,TV-PG,5.4,(2019)
1917,119 min,R,8.2,(2019)
Jumanji: The Next Level,123 min,PG-13,6.7,(2019)
Spies in Disguise,102 min,PG,6.8,(2019)
The Gentlemen,113 min,R,7.8,(2019)
The Courier,99 min,R,4.8,(2019)
Blue Story,91 min,R,6.2,(2019)
3022,91 min,R,4.5,(2019)
The Knight Before Christmas,92 min,TV-PG,5.6,(2019)
Richard Jewell,131 min,R,7.5,(2019)
Line of Duty,98 min,R,5.3,(2019)
Radioflash,103 min,Unrated,4.8,(2019)
Queen & Slim,132 min,R,7.1,(2019)
Dark Waters,126 min,PG-13,7.6,(2019)
Lady and the Tramp,111 min,PG,6.2,(2019)
Charlie's Angels,118 min,PG-13,4.9,(2019)
Klaus,96 min,PG,8.2,(2019)
The Good Liar,109 min,R,6.7,(2019)
Let It Snow,92 min,PG-13,5.8,(2019)
Noelle,100 min,G,6.3,(2019)
Frozen II,103 min,PG,6.8,(2019)
Last Christmas,103 min,PG-13,6.5,(2019)
Primal,97 min,R,4.9,(2019)
The Outpost,123 min,R,6.8,(2019)
Holiday in the Wild,85 min,TV-PG,6.1,(2019)
Doctor Sleep,152 min,R,7.3,(2019)
Playing with Fire,96 min,PG,5.1,(I) (2019)
Better Days,135 min,14A,7.5,(2019)
Midway,138 min,PG-13,6.7,(2019)
Countdown,90 min,PG-13,5.4,(III) (2019)
Rattlesnake,85 min,TV-MA,4.6,(2019)
Terminator: Dark Fate,128 min,R,6.2,(2019)
The Last Full Measure,116 min,R,6.8,(2019)
Eli,98 min,R,5.8,(I) (2019)
Kill Chain,91 min,R,5.0,(2019)
Maleficent: Mistress of Evil,119 min,PG,6.6,(2019)
Jay and Silent Bob Reboot,105 min,R,5.6,(2019)
The Wave,87 min,R,6.1,(2019)
The Addams Family,86 min,PG,5.8,(2019)
Jexi,84 min,R,6.0,(2019)
Earthquake Bird,107 min,R,5.9,(2019)
The Legacy of the Bones,121 min,TV-MA,6.4,(2019)
Zombieland: Double Tap,99 min,R,6.7,(2019)
El Camino: A Breaking Bad Movie,122 min,TV-MA,7.3,(2019)
Wonder Woman: Bloodlines,83 min,PG-13,5.9,(2019)
Code 8,98 min,Not Rated,6.1,(2019)
Doom: Annihilation,96 min,R,3.8,(2019)
The Irishman,209 min,R,7.8,(2019)
A Shaun the Sheep Movie: Farmageddon,86 min,G,6.8,(2019)
21 Bridges,99 min,R,6.6,(2019)
Gemini Man,117 min,PG-13,5.7,(2019)
Fractured,99 min,TV-MA,6.4,(I) (2019)
In the Shadow of the Moon,115 min,TV-MA,6.2,(2019)
Black and Blue,108 min,R,6.4,(I) (2019)
The Mortuary Collection,108 min,Not Rated,6.4,(2019)
VFW,92 min,Not Rated,6.1,(2019)
In the Tall Grass,101 min,TV-MA,5.4,(2019)
Between Two Ferns: The Movie,82 min,TV-MA,6.1,(2019)
Rambo: Last Blood,89 min,R,6.1,(2019)
The Coldest Game,102 min,TV-MA,6.2,(2019)
The Cleansing Hour,94 min,Not Rated,6.0,(2019)
3 from Hell,115 min,R,5.4,(2019)
The Beach House,88 min,Not Rated,5.3,(II) (2019)
Tall Girl,101 min,TV-PG,5.2,(2019)
Jungleland,90 min,R,6.2,(2019)
Running with the Devil,100 min,R,5.4,(2019)
American Son,90 min,TV-MA,5.8,(2019)
True History of the Kelly Gang,124 min,R,6.0,(2019)
Lucy in the Sky,124 min,R,4.9,(2019)
Harriet,125 min,PG-13,6.7,(I) (2019)
Downton Abbey,122 min,PG,7.4,(2019)
Guns Akimbo,98 min,R,6.3,(2019)
The Vigil,89 min,PG-13,5.8,(2019)
Jojo Rabbit,108 min,PG-13,7.9,(2019)
Saint Maud,84 min,R,6.7,(2019)
The Goldfinch,149 min,R,6.4,(2019)
"Endings, Beginnings",110 min,Unrated,5.6,(2019)
Bad Education,108 min,TV-MA,7.1,(2019)
Calm with Horses,100 min,R,6.8,(2019)
Knives Out,130 min,PG-13,7.9,(2019)
A Beautiful Day in the Neighborhood,109 min,PG,7.2,(2019)
Synchronic,102 min,R,6.2,(2019)
Hustlers,110 min,R,6.3,(2019)
Color Out of Space,111 min,Unrated,6.2,(2019)
Abominable,97 min,PG,7.0,(2019)
Dolemite Is My Name,118 min,R,7.2,(2019)
Greed,104 min,R,5.8,(I) (2019)
Sound of Metal,120 min,R,7.7,(2019)
Just Mercy,137 min,PG-13,7.6,(2019)
Our Friend,124 min,R,7.3,(2019)
Radioactive,109 min,PG-13,6.2,(2019)
Military Wives,112 min,PG-13,6.5,(2019)
Blackbird,97 min,R,6.6,(I) (2019)
The Other Lamb,96 min,Unrated,5.3,(2019)
Hope Gap,100 min,PG-13,6.7,(2019)
The Burnt Orange Heresy,99 min,R,6.1,(2019)
The Personal History of David Copperfield,119 min,PG,6.4,(2019)
Rocks,93 min,TV-MA,7.4,(2019)
Babyteeth,118 min,MA-17,7.2,(2019)
Mosul,101 min,TV-MA,7.1,(I) (2019)
The King,140 min,R,7.3,(I) (2019)
Steven Universe: The Movie,82 min,TV-PG,7.7,(2019)
The Laundromat,96 min,R,6.3,(I) (2019)
Wasp Network,127 min,TV-MA,5.9,(2019)
Joker,122 min,R,8.4,(I) (2019)
The Two Popes,125 min,PG-13,7.6,(2019)
Ford v Ferrari,152 min,PG-13,8.1,(2019)
Uncut Gems,135 min,R,7.4,(2019)
Judy,118 min,PG-13,6.8,(II) (2019)
The Informer,113 min,R,6.6,(2019)
Waves,135 min,R,7.5,(I) (2019)
Motherless Brooklyn,144 min,R,6.8,(2019)
The Assistant,87 min,R,6.4,(III) (2019)
The Aeronauts,100 min,PG-13,6.6,(2019)
The Fanatic,88 min,R,4.1,(2019)
First Cow,122 min,PG-13,7.1,(2019)
Seberg,102 min,R,5.9,(2019)
Ad Astra,123 min,PG-13,6.5,(2019)
Marriage Story,137 min,R,7.9,(2019)
Falling Inn Love,98 min,TV-PG,5.6,(2019)
The Truth,106 min,PG,6.5,(2019)
It Chapter Two,169 min,R,6.5,(2019)
Rabid,107 min,Not Rated,5.2,(2019)
Burn,88 min,R,5.7,(III) (2019)
Overcomer,119 min,PG,6.6,(2019)
Angel Has Fallen,121 min,R,6.4,(2019)
Can You Keep a Secret?,94 min,TV-MA,5.3,(2019)
Iron Mask,120 min,PG-13,4.7,(2019)
"Where'd You Go, Bernadette",109 min,PG-13,6.5,(2019)
Sextuplets,97 min,TV-14,4.5,(2019)
Angel of Mine,98 min,R,6.4,(2019)
47 Meters Down: Uncaged,90 min,PG-13,5.0,(2019)
Itsy Bitsy,94 min,Not Rated,4.7,(II) (2019)
7500,93 min,R,6.3,(2019)
The Kitchen,102 min,R,5.6,(2019)
The Art of Racing in the Rain,109 min,PG,7.5,(2019)
Haunt,92 min,R,6.3,(I) (2019)
Scary Stories to Tell in the Dark,108 min,PG-13,6.2,(2019)
Dora and the Lost City of Gold,102 min,PG,6.1,(2019)
The Angry Birds Movie 2,97 min,PG,6.4,(2019)
A Score to Settle,103 min,Not Rated,4.7,(2019)
One Piece: Stampede,101 min,TV-14,7.5,(2019)
Killerman,112 min,R,5.4,(2019)
The Red Sea Diving Resort,129 min,TV-MA,6.6,(2019)
A Rainy Day in New York,92 min,PG-13,6.5,(2019)
Otherhood,100 min,R,6.1,(2019)
A Good Woman Is Hard to Find,97 min,Not Rated,6.3,(2019)
The Wretched,95 min,Not Rated,5.8,(2019)
Secret Obsession,97 min,TV-14,4.4,(2019)
1BR,90 min,TV-MA,5.8,(2019)
Fast & Furious Presents: Hobbs & Shaw,137 min,PG-13,6.5,(2019)
I'm No Longer Here,112 min,TV-MA,7.3,(2019)
Point Blank,86 min,TV-MA,5.7,(2019)
Crawl,87 min,R,6.1,(I) (2019)
The Lion King,118 min,PG,6.8,(2019)
Pokémon: Mewtwo Strikes Back - Evolution,98 min,TV-Y7,5.7,(2019)
Daughter of the Wolf,88 min,R,4.5,(2019)
Killers Anonymous,95 min,R,4.1,(2019)
Spider-Man: Far from Home,129 min,PG-13,7.4,(2019)
Midsommar,148 min,R,7.1,(2019)
Strange But True,96 min,PG-13,5.9,(2019)
A Call to Spy,123 min,PG-13,6.6,(2019)
Above Suspicion,104 min,R,5.7,(2019)
Anna,118 min,R,6.6,(II) (2019)
Beats,109 min,TV-MA,6.4,(I) (2019)
Child's Play,90 min,R,5.7,(2019)
Annabelle Comes Home,106 min,R,5.9,(2019)
Danger Close,118 min,R,6.8,(2019)
Murder Mystery,97 min,PG-13,6.0,(2019)
Shaft,111 min,R,6.4,(2019)
Lying and Stealing,100 min,R,5.4,(2019)
Toy Story 4,100 min,G,7.7,(2019)
Men in Black: International,114 min,PG-13,5.6,(2019)
Escape Plan: The Extractors,97 min,R,4.4,(2019)
X-Men: Dark Phoenix,113 min,PG-13,5.7,(2019)
Z,83 min,Not Rated,5.5,(I) (2019)
Domino,89 min,R,4.5,(I) (2019)
Godzilla: King of the Monsters,132 min,PG-13,6.0,(2019)
Ma,99 min,R,5.6,(I) (2019)
Always Be My Maybe,101 min,PG-13,6.8,(2019)
The Secret Life of Pets 2,86 min,PG,6.4,(2019)
Avengement,87 min,Not Rated,6.6,(I) (2019)
Rim of the World,98 min,TV-14,5.2,(2019)
Assimilate,93 min,TV-PG,5.3,(I) (2019)
It Must Be Heaven,102 min,PG,7.0,(2019)
The Poison Rose,98 min,R,4.7,(2019)
The Traitor,153 min,R,7.1,(2019)
Matthias & Maxime,119 min,Not Rated,6.8,(2019)
Once Upon a Time in Hollywood,161 min,R,7.6,(2019)
Parasite,132 min,R,8.5,(2019)
An Easy Girl,92 min,TV-MA,5.6,(2019)
La Belle Époque,115 min,R,7.4,(2019)
The Lighthouse,109 min,R,7.4,(I) (2019)
A Hidden Life,174 min,PG-13,7.4,(2019)
Vivarium,97 min,R,5.9,(2019)
The Whistlers,97 min,Not Rated,6.4,(2019)
Little Joe,105 min,Not Rated,5.8,(2019)
Rocketman,121 min,R,7.3,(I) (2019)
Sorry We Missed You,101 min,Not Rated,7.6,(2019)
Atlantics,106 min,TV-14,6.7,(2019)
The Sun Is Also a Star,100 min,PG-13,5.9,(2019)
John Wick: Chapter 3 - Parabellum,130 min,R,7.4,(2019)
"The Gangster, the Cop, the Devil",109 min,Not Rated,6.9,(2019)
Bacurau,131 min,Not Rated,7.3,(2019)
Cold Blood,91 min,TV-PG,4.6,(2019)
The Dead Don't Die,104 min,R,5.4,(2019)
Brightburn,90 min,R,6.1,(2019)
Poms,90 min,PG-13,6.1,(2019)
Aladdin,128 min,PG,6.9,(2019)
The Hustle,93 min,PG-13,5.4,(I) (2019)
Wine Country,103 min,R,5.5,(2019)
Yesterday,116 min,PG-13,6.8,(III) (2019)
A Dog's Journey,109 min,PG,7.4,(2019)
The Last Summer,109 min,TV-14,5.5,(2019)
See You Yesterday,84 min,TV-MA,5.2,(2019)
Pokémon: Detective Pikachu,104 min,PG,6.5,(2019)
The Intruder,102 min,PG-13,5.6,(I) (2019)
Tolkien,112 min,PG-13,6.8,(2019)
Swallow,94 min,R,6.5,(I) (2019)
Plus One,98 min,Not Rated,6.6,(I) (2019)
Gully,84 min,R,2.8,(2019)
UglyDolls,87 min,PG,5.1,(2019)
